bodyPart,equipment,gifUrl,id,name,target
waist,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/opR7NILfvpzx+h,2297,stability ball crunch (full range hands behind head),abs
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/fXBaCg-hlFV7pD,3291,stalder press,triceps
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/8Gud-6Q+nUreJC,3669,standing archer,upper back
shoulders,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/cPn_VLf_ro=cMF,0788,standing behind neck press,delts
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/DPXVnAMWj7GMsv,1490,standing calf raise (on a staircase),calves
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/JqpmoKIz0rgc9h,1397,standing calves,calves
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/zWVLWT5S_AApOj,1398,standing calves calf stretch,calves
upper legs,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/q9ormn_hJE3gmJ,1599,standing hamstring and calf stretch with strap,hamstrings
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/2gfAZ1z1hzO0mu,0794,standing lateral stretch,lats
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/k_QG6KNpEo06Nz,1364,standing pelvic tilt,spine
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ewWRbpBG6pKqyU,0795,standing single leg curl,hamstrings
waist,wheel roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/wYuUIbRQ_Fa7PY,0796,standing wheel rollerout,abs
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/wxYKneqV-DDnUg,3223,star jump (male),cardiovascular system
cardio,stationary bike,https://edbv2-ff7foj6vca-uc.a.run.app/image/qz+e+IW0N3G=jz,2138,stationary bike run v. 3,cardiovascular system
cardio,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/TIB9ZriA_-Weno,0798,stationary bike walk,cardiovascular system
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/dYWUQSuHTnCNfS,3314,straddle maltese,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/6OJA0WDCDxxGl9,3298,straddle planche,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/a5XhB3Vmd5SBHt,1427,straight leg outer hip abductor,abductors
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/4QabfXKbH4s69d,0803,superman push-up,pectorals
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/9jJRJF09N=N_eg,0805,suspended abdominal fallout,abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/2rZBc3sxFYnGV8,0806,suspended push-up,pectorals
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/0NNrfxW+tGvMLx,0807,suspended reverse crunch,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/YIyXfX5gsK1Zd1,0808,suspended row,upper back
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_V5hrc10E5OymX,0809,suspended split squat,quads
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/klSM3=7PkV7llW,3433,swimmer kicks v. 2 (male),glutes
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OLW777ACle-UVb,3318,swing 360,cardiovascular system
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/+x4XDwr27cd-An,1753,three bench dip,triceps
upper legs,tire,https://edbv2-ff7foj6vca-uc.a.run.app/image/vzhgz_lfU1Uxna,2459,tire flip,glutes
upper legs,trap bar,https://edbv2-ff7foj6vca-uc.a.run.app/image/W80-qcie7+WS2A,0811,trap bar deadlift,glutes
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/azvBF_3xfww4I7,0814,triceps dip,triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/vXxssn4mqvzjN0,0812,triceps dip (bench leg),triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/YUidf4MQo-DJyX,0813,triceps dip (between benches),triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/NBAxjAMi4Z7FLV,0815,triceps dips floor,triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/h_KfsuoTSw=g=C,0816,triceps press,triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/UANG4qZnuzYkqd,0817,triceps stretch,triceps
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/yceSItj-xePQ3T,0871,tuck crunch,abs
back,cable,https://edbv2-ff7foj6vca-uc.a.run.app/image/tLvwOPh9Yi+r6S,0818,twin handle parallel grip lat pulldown,lats
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/BklBBbe_RcGAVj,1466,twist hip lift,glutes
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/9euvwHvXdXT5x=,2802,twisted leg raise,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/YIcP_9BcdCWEVH,2801,twisted leg raise (female),abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/t7MI3RYrQBpaZ9,3231,two toe touch (male),spine
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Nc-y=SXIfv3xnu,1365,upper back stretch,upper back
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/QM910fpcOK-NhQ,1366,upward facing dog,spine
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/O=GB5KXsNN8A1h,3420,v-sit on floor,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/dxgodQLeko-AC0,0826,vertical leg raise (on parallel bars),abs
cardio,elliptical machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/AFTB+cb=Ve8GGm,2141,walk elliptical cross trainer,cardiovascular system
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/uPGrU3X5idNqMn,3655,walking high knees lunge,cardiovascular system
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/CZ=JPlUSKFjQlV,1460,walking lunge,glutes
cardio,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/B7+8zEjfRVIGI-,3666,walking on incline treadmill,cardiovascular system
cardio,stepmill machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/mO4T2LOkCXV608,2311,walking on stepmill,cardiovascular system
upper arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/2uU_OETEDmY=TT,0830,weighted bench dip,triceps
back,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/85ON5qrt7g=H7h,2987,weighted close grip chin-up on dip cage,lats
upper legs,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/PO-I7R4b3mFcUz,3643,weighted cossack squats (male),glutes
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/5wCdHaS=dKrsIY,0832,weighted crunch,abs
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/fuoABTWhS2aGV4,3670,weighted decline sit-up,abs
lower legs,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/dmaAqEHPU=Y++9,0833,weighted donkey calf raise,calves
chest,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/RX0UJlOGlmvP0V,1310,weighted drop push up,pectorals
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/9r2uPKgKSechFm,2135,weighted front plank,abs
shoulders,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/6YYfJ8Nog4gT9n,0834,weighted front raise,delts
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/eusryFQuZTv36k,0866,weighted hanging leg-hip raise,abs
back,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/h+acAbmPrGgPfQ,0835,weighted hyperextension (on stability ball),spine
shoulders,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/Pov9GDGRNGI4I_,3641,weighted kneeling step with swing,delts
upper legs,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/PhMFHCB4SMNpyd,3644,weighted lunge with swing,glutes
back,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/_OL6nADWYxFbwA,3286,weighted muscle up,lats
back,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/mGcymy9mzZI6rf,3312,weighted muscle up (on bar),lats
back,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/HYxH3S7U46FICU,3290,weighted one hand pull up,lats
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/e1Pa3rjBTbBmth,0840,weighted overhead crunch (on stability ball),abs
back,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/=rRkJFO3Y1TTLA,0841,weighted pull-up,lats
shoulders,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/bUZ9PX5yJLT9RT,0844,weighted round arm,delts
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/jUcrXK2MhisiZx,0846,weighted russian twist,abs
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/jAKa0rTFL5Zc1X,0845,weighted russian twist (legs up),abs
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/12Y=aL_HLYxYD-,2371,weighted russian twist v. 2,abs
upper arms,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/LA9WwCh8bJlbAz,0847,weighted seated bicep curl  (on stability ball),biceps
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/AvlYU6waiTChDQ,0849,weighted seated twist (on stability ball),abs
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/qjIXwHt-9fNlmm,0850,weighted side bend (on stability ball),abs
upper legs,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/gO4FM-+bOrmfPQ,0851,weighted sissy squat,quads
upper legs,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/RlJIHGJrM36YX1,0852,weighted squat,glutes
upper arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/nmR7_kmc4UlfWd,0853,weighted standing curl,biceps
lower arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/Q1+R52x8Gab+9l,0854,weighted standing hand squeeze,forearms
chest,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/ujzpnzYuq2vmCf,3313,weighted straight bar dip,pectorals
upper legs,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/_z_4JwcOzjk130,3642,weighted stretch lunge,glutes
chest,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/kJfQ1fuDwmv167,0856,weighted svend press,pectorals
upper arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/2TO4qe-=Pm0mBj,1754,weighted three bench dips,triceps
upper arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/lmr39-xwX+V=Em,1755,weighted tricep dips,triceps
upper arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/BWMO1w68Y_h+OG,1767,weighted triceps dip on high parallel bars,triceps
waist,wheel roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/FQDqEoG8xaKkxP,0857,wheel rollerout,abs
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/vlYqOk=WZQoXnn,3637,wheel run,cardiovascular system
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Q1a_uwks-Ph4c=,1429,wide grip pull-up,lats
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/JFne4jfrZzIjeS,1367,wide grip rear pull-up,lats
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/BiegXcWlBMILpI,1311,wide hand push up,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/MwwxP1iGaltgIK,2363,wide-grip chest dip on high parallel bars,pectorals
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/PD1AEsPoqxjK+K,0858,wind sprints,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/UoE+W4PInmORdE,1604,world greatest stretch,hamstrings
lower arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-=fMJB5YQkPfbq,1428,wrist circles,forearms
lower arms,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/+Nq0c7bxyjvh8r,0859,wrist rollerer,forearms
